id_season,tm,Name,Position,Wt,Experience,Age,cm_size,salary
2023,ATL,Saddiq Bey,SF,215,2,24.03,200.66,2959080.0
2023,ATL,Bogdan Bogdanovic,SG,220,5,30.67,195.58,18000000.0
2023,ATL,Clint Capela,C,240,8,28.93,208.28,18706896.0
2023,ATL,John Collins,PF,235,5,25.57,205.74,23500000.0
2023,ATL,Jarrett Culver,SF,195,3,24.16,198.12,6395160.0
2023,ATL,Bruno Fernando,C,240,3,24.68,205.74,2717391.0
2023,ATL,Trent Forrest,SG,210,2,24.85,193.04,
2023,ATL,AJ Griffin,SF,222,0,19.65,198.12,3536160.0
2023,ATL,Aaron Holiday,PG,185,4,26.55,182.88,1836090.0
2023,ATL,Justin Holiday,SF,180,9,34.05,198.12,569821.0
2023,ATL,DeAndre Hunter,SF,225,3,25.38,203.2,9835881.0
2023,ATL,Jalen Johnson,SF,220,1,21.33,205.74,2792640.0
2023,ATL,Frank Kaminsky,C,240,7,30.05,213.36,1836090.0
2023,ATL,Vit Krejci,PG,195,1,22.83,203.2,1563518.0
2023,ATL,Tyrese Martin,SG,215,0,24.12,198.12,1017781.0
2023,ATL,Garrison Mathews,SG,215,3,26.49,195.58,2000000.0
2023,ATL,Dejounte Murray,SG,180,5,26.58,195.58,16571120.0
2023,ATL,Onyeka Okongwu,C,235,2,22.35,203.2,6395160.0
2023,ATL,Donovan Williams,SG,190,0,21.62,198.12,
2023,ATL,Trae Young,PG,164,4,24.58,185.42,37095000.0
2023,BOS,Malcolm Brogdon,PG,229,6,30.36,193.04,22600000.0
2023,BOS,Jaylen Brown,SF,223,6,26.49,198.12,28741071.0
2023,BOS,Justin Champagnie,SF,200,1,21.81,198.12,28241.0
2023,BOS,JD Davison,SG,195,0,20.54,185.42,
2023,BOS,Blake Griffin,C,250,12,34.1,205.74,1836090.0
2023,BOS,Sam Hauser,SF,215,1,25.36,203.2,1563518.0
2023,BOS,Al Horford,C,240,15,36.89,205.74,26500000.0
2023,BOS,Justin Jackson,SF,220,5,28.07,203.2,1836090.0
2023,BOS,Mfiondu Kabengele,PF,250,2,25.68,205.74,1701593.0
2023,BOS,Luke Kornet,C,250,5,27.77,218.44000000000003,2133278.0
2023,BOS,Mike Muscala,C,240,9,31.81,208.28,3500000.0
2023,BOS,Payton Pritchard,PG,195,2,25.22,185.42,2239200.0
2023,BOS,Marcus Smart,PG,220,8,29.13,190.5,17207141.0
2023,BOS,Jayson Tatum,SF,210,5,25.13,203.2,28103500.0
2023,BOS,Noah Vonleh,C,257,7,27.66,208.28,1836090.0
2023,BOS,Derrick White,SG,190,5,28.8,193.04,16892857.0
2023,BOS,Grant Williams,PF,236,3,24.39,198.12,4306281.0
2023,BOS,Robert Williams,C,237,4,25.51,205.74,
2023,BRK,Mikal Bridges,SG,209,4,26.64,198.12,20100000.0
2023,BRK,Moses Brown,C,245,3,23.52,218.44000000000003,19186.0
2023,BRK,Nic Claxton,C,215,3,24.01,210.82,8500000.0
2023,BRK,Seth Curry,SG,185,8,32.66,185.42,8496500.0
2023,BRK,Spencer Dinwiddie,PG,215,8,30.04,195.58,19500000.0
2023,BRK,David Duke Jr,SG,205,1,23.52,195.58,28241.0
2023,BRK,Kevin Durant,PF,240,14,34.56,210.82,44119845.0
2023,BRK,Kessler Edwards,SF,215,1,22.69,203.2,1637966.0
2023,BRK,Dorian FinneySmith,PF,220,6,29.96,200.66,12939648.0
2023,BRK,RaiQuan Gray,PF,260,0,23.79,203.2,
2023,BRK,Joe Harris,SF,220,8,31.62,198.12,18642857.0
2023,BRK,Kyrie Irving,PG,195,11,31.08,187.96,38917057.0
2023,BRK,Cameron Johnson,PF,210,3,27.13,203.2,5887899.0
2023,BRK,Patty Mills,PG,180,13,34.7,187.96,6479000.0
2023,BRK,Markieff Morris,PF,245,11,33.64,205.74,1836090.0
2023,BRK,Nerlens Noel,C,220,8,29.03,208.28,9240000.0
2023,BRK,Royce ONeale,SF,226,5,29.88,193.04,9200000.0
2023,BRK,DayRon Sharpe,C,265,1,21.45,210.82,2109480.0
2023,BRK,Ben Simmons,PG,240,4,26.75,208.28,35448672.0
2023,BRK,Dru Smith,SG,203,0,25.3,190.5,
2023,BRK,Edmond Sumner,SG,196,4,27.3,193.04,1968175.0
2023,BRK,Cam Thomas,SG,210,1,21.52,193.04,2138160.0
2023,BRK,TJ Warren,PF,220,7,29.62,203.2,1836090.0
2023,BRK,Yuta Watanabe,SF,215,4,28.52,205.74,1762796.0
2023,BRK,Alondes Williams,SG,210,0,23.84,193.04,
2023,CHI,Patrick Beverley,PG,180,10,34.78,187.96,357717.0
2023,CHI,Tony Bradley,C,248,5,25.28,208.28,2036318.0
2023,CHI,Alex Caruso,PG,186,5,29.14,195.58,9030000.0
2023,CHI,DeMar DeRozan,SF,220,13,33.71,198.12,27300000.0
2023,CHI,Ayo Dosunmu,SG,200,1,23.25,195.58,1563518.0
2023,CHI,Goran Dragic,PG,190,14,36.96,193.04,390433.0
2023,CHI,Andre Drummond,C,279,10,29.7,210.82,3200000.0
2023,CHI,Javonte Green,SF,205,3,29.75,193.04,1815677.0
2023,CHI,Malcolm Hill,SF,220,1,27.48,198.12,
2023,CHI,Carlik Jones,PG,185,1,25.32,185.42,357717.0
2023,CHI,Derrick Jones Jr,PF,210,6,26.18,195.58,3200000.0
2023,CHI,Zach LaVine,SG,200,8,28.12,195.58,37096500.0
2023,CHI,Marko Simonovic,C,216,1,23.51,210.82,1563518.0
2023,CHI,Terry Taylor,PF,230,1,23.57,195.58,1563518.0
2023,CHI,Dalen Terry,SG,195,0,20.77,200.66,3191400.0
2023,CHI,Nikola Vucevic,C,260,11,32.49,208.28,22000000.0
2023,CHI,Coby White,SG,195,3,23.17,195.58,7413955.0
2023,CHI,Patrick Williams,PF,215,2,21.65,200.66,7775400.0
2023,CHO,LaMelo Ball,PG,180,2,21.66,200.66,8623920.0
2023,CHO,James Bouknight,SG,190,1,22.58,195.58,4362240.0
2023,CHO,Gordon Hayward,SF,225,12,33.08,200.66,30075000.0
2023,CHO,Kai Jones,C,218,1,22.25,210.82,2909040.0
2023,CHO,Theo Maledon,PG,175,2,21.85,193.04,1900000.0
2023,CHO,Cody Martin,SF,205,3,27.56,195.58,7000000.0
2023,CHO,Jalen McDaniels,SF,205,3,25.22,205.74,1930681.0
2023,CHO,Bryce McGowens,SG,179,0,20.44,200.66,1075000.0
2023,CHO,Svi Mykhailiuk,SF,205,4,25.86,200.66,1836090.0
2023,CHO,Kelly Oubre Jr,SF,203,7,27.36,200.66,12600000.0
2023,CHO,Mason Plumlee,C,254,9,33.13,208.28,9080417.0
2023,CHO,Nick Richards,C,245,2,25.39,213.36,1782621.0
2023,CHO,Terry Rozier,SG,190,7,29.1,185.42,21486283.0
2023,CHO,Kobi Simmons,SG,166,2,25.79,195.58,32795.0
2023,CHO,Dennis Smith Jr,PG,205,5,25.4,187.96,1836090.0
2023,CHO,Xavier Sneed,SF,215,1,25.33,195.58,8558.0
2023,CHO,JT Thor,PF,205,1,20.65,208.28,1563518.0
2023,CHO,PJ Washington,PF,230,3,24.66,200.66,5808435.0
2023,CHO,Mark Williams,C,241,0,21.34,213.36,3722040.0
2023,CLE,Jarrett Allen,C,243,5,25.0,210.82,20000000.0
2023,CLE,Mamadi Diakite,C,228,2,26.24,205.74,1517981.0
2023,CLE,Darius Garland,PG,192,3,23.23,185.42,8920795.0
2023,CLE,Danny Green,SG,215,13,35.84,198.12,2000000.0
2023,CLE,Caris LeVert,SG,205,6,28.65,198.12,18796296.0
2023,CLE,Robin Lopez,C,281,14,35.06,215.9,1836090.0
2023,CLE,Kevin Love,PF,251,14,34.62,203.2,3114138.0
2023,CLE,Sam Merrill,SG,205,2,26.93,193.04,850000.0
2023,CLE,Donovan Mitchell,SG,215,5,26.62,190.5,30913750.0
2023,CLE,Evan Mobley,PF,215,1,21.84,210.82,8478720.0
2023,CLE,Isaiah Mobley,PF,240,0,23.57,203.2,
2023,CLE,Raul Neto,PG,180,7,30.92,185.42,1836090.0
2023,CLE,Isaac Okoro,SF,225,2,22.23,195.58,7040880.0
2023,CLE,Cedi Osman,SF,230,5,28.04,200.66,7426088.0
2023,CLE,Ricky Rubio,PG,190,11,32.5,187.96,5853659.0
2023,CLE,Lamar Stevens,SF,230,2,25.78,198.12,1782621.0
2023,CLE,Dean Wade,PF,228,3,26.41,205.74,1930681.0
2023,CLE,Dylan Windler,SF,196,2,26.58,198.12,4037278.0
2023,DAL,Davis Bertans,PF,225,6,30.44,208.28,16000000.0
2023,DAL,Reggie Bullock,SF,205,9,32.1,198.12,
2023,DAL,Facundo Campazzo,PG,195,2,32.08,177.8,
2023,DAL,Spencer Dinwiddie,SG,215,8,30.04,195.58,19500000.0
2023,DAL,Luka Doncic,PG,230,4,24.14,200.66,37095000.0
2023,DAL,Tyler Dorsey,SF,183,2,27.17,195.58,
2023,DAL,Dorian FinneySmith,PF,220,6,29.96,200.66,12939648.0
2023,DAL,Josh Green,SG,200,2,22.42,195.58,3098400.0
2023,DAL,Tim Hardaway Jr,SF,205,9,31.1,195.58,19602273.0
2023,DAL,Jaden Hardy,SG,198,0,20.79,193.04,1017781.0
2023,DAL,Justin Holiday,SF,180,9,34.05,198.12,569821.0
2023,DAL,Kyrie Irving,SG,195,11,31.08,187.96,38917057.0
2023,DAL,Maxi Kleber,PF,240,5,31.23,208.28,9000000.0
2023,DAL,AJ Lawson,SG,179,0,22.76,198.12,
2023,DAL,JaVale McGee,C,270,14,35.26,213.36,5461219.0
2023,DAL,Markieff Morris,PF,245,11,33.64,205.74,1836090.0
2023,DAL,Frank Ntilikina,SG,200,5,24.73,193.04,2036318.0
2023,DAL,Theo Pinson,SG,212,4,27.46,195.58,1836090.0
2023,DAL,Dwight Powell,C,240,8,31.76,208.28,11080125.0
2023,DAL,Chris Silva,PF,234,3,26.58,203.2,
2023,DAL,Kemba Walker,PG,184,11,32.96,182.88,1392896.0
2023,DAL,Christian Wood,C,214,6,27.56,203.2,14317460.0
2023,DAL,McKinley Wright IV,PG,196,1,24.48,182.88,
2023,DEN,Christian Braun,SG,218,0,22.01,198.12,2808600.0
2023,DEN,Bruce Brown,SF,202,4,26.68,193.04,6479000.0
2023,DEN,Thomas Bryant,C,248,5,25.72,208.28,1836090.0
2023,DEN,Kentavious CaldwellPope,SG,204,9,30.17,195.58,14004703.0
2023,DEN,Vlatko Cancar,PF,236,3,26.03,203.2,2234359.0
2023,DEN,Aaron Gordon,PF,235,8,27.59,203.2,19690909.0
2023,DEN,Jeff Green,PF,235,14,36.65,203.2,4500000.0
2023,DEN,Bones Hyland,PG,173,1,22.59,187.96,2201520.0
2023,DEN,Reggie Jackson,PG,208,11,33.02,187.96,580373.0
2023,DEN,Nikola Jokic,C,284,7,28.17,210.82,33047804.0
2023,DEN,DeAndre Jordan,C,265,14,34.75,210.82,1836090.0
2023,DEN,Jamal Murray,PG,215,5,26.15,193.04,31650000.0
2023,DEN,Zeke Nnaji,PF,240,2,22.27,205.74,2498760.0
2023,DEN,Michael Porter Jr,SF,218,3,24.81,208.28,30913750.0
2023,DEN,Davon Reed,SG,208,3,27.86,195.58,1902133.0
2023,DEN,Ish Smith,PG,175,12,34.8,182.88,4750000.0
2023,DEN,Peyton Watson,SG,200,0,20.6,203.2,2193960.0
2023,DEN,Jack White,SF,225,0,25.71,200.66,
2023,DET,Marvin Bagley III,C,235,4,24.1,208.28,12500000.0
2023,DET,Saddiq Bey,SF,215,2,24.03,200.66,2959080.0
2023,DET,Buddy Boeheim,SF,205,0,23.44,198.12,
2023,DET,Bojan Bogdanovic,PF,226,8,34.01,200.66,19550000.0
2023,DET,Alec Burks,SG,214,11,31.76,198.12,10012800.0
2023,DET,Cade Cunningham,PG,220,1,21.56,198.12,10552800.0
2023,DET,Hamidou Diallo,SF,202,4,24.72,195.58,5200000.0
2023,DET,Jalen Duren,C,250,0,19.42,208.28,4124280.0
2023,DET,RJ Hampton,SG,175,2,22.19,193.04,485403.0
2023,DET,Killian Hayes,PG,195,2,21.73,195.58,5572680.0
2023,DET,Jaden Ivey,SG,195,0,21.18,193.04,7252200.0
2023,DET,Cory Joseph,PG,200,11,31.67,187.96,5155500.0
2023,DET,Braxton Key,SF,230,1,26.18,203.2,
2023,DET,Kevin Knox,SF,215,4,23.69,200.66,
2023,DET,Isaiah Livers,PF,230,1,24.73,200.66,1563518.0
2023,DET,Rodney McGruder,SG,205,6,31.73,193.04,1836090.0
2023,DET,Nerlens Noel,C,220,8,29.03,208.28,9240000.0
2023,DET,Eugene Omoruyi,SF,244,1,26.18,200.66,555402.0
2023,DET,Jared Rhoden,SG,210,0,23.65,198.12,
2023,DET,Isaiah Stewart,C,250,2,21.91,203.2,3433320.0
2023,DET,Stanley Umude,SG,210,0,24.02,198.12,
2023,DET,James Wiseman,C,240,1,22.05,213.36,9603360.0
2023,GSW,Patrick Baldwin Jr,SF,220,0,20.42,205.74,2226000.0
2023,GSW,Stephen Curry,PG,185,13,35.11,187.96,48070014.0
2023,GSW,Donte DiVincenzo,SG,203,4,26.22,193.04,4500000.0
2023,GSW,Draymond Green,PF,230,10,33.13,198.12,25806468.0
2023,GSW,JaMychal Green,PF,227,8,32.84,203.2,1836090.0
2023,GSW,Andre Iguodala,PF,215,18,39.24,198.12,1836090.0
2023,GSW,Ty Jerome,SG,195,3,25.78,195.58,
2023,GSW,Jonathan Kuminga,PF,210,1,20.53,203.2,5739860.0
2023,GSW,Anthony Lamb,SF,227,2,25.25,198.12,
2023,GSW,Kevon Looney,C,222,7,27.2,205.74,8000000.0
2023,GSW,Moses Moody,SG,205,1,20.88,198.12,3562200.0
2023,GSW,Gary Payton II,SG,190,6,30.39,187.96,8300000.0
2023,GSW,Jordan Poole,PG,194,3,23.84,193.04,3901399.0
2023,GSW,Lester Quinones,SG,208,0,22.42,195.58,
2023,GSW,Ryan Rollins,PG,180,0,20.79,193.04,1017781.0
2023,GSW,Klay Thompson,SF,215,9,33.2,198.12,40600080.0
2023,GSW,Andrew Wiggins,SF,197,8,28.16,200.66,33616770.0
2023,GSW,James Wiseman,C,240,1,22.05,213.36,9603360.0
2023,HOU,Josh Christopher,SG,215,1,21.36,195.58,2372160.0
2023,HOU,Darius Days,SF,245,0,23.5,200.66,
2023,HOU,Tari Eason,PF,216,0,21.94,203.2,3309160.0
2023,HOU,Bruno Fernando,C,240,3,24.68,205.74,2717391.0
2023,HOU,Usman Garuba,C,220,1,21.11,203.2,2471160.0
2023,HOU,Eric Gordon,SG,215,14,34.32,190.5,
2023,HOU,Jalen Green,SG,178,1,21.19,193.04,9441840.0
2023,HOU,Trevor Hudgins,PG,180,0,24.08,182.88,
2023,HOU,Frank Kaminsky,C,240,7,30.05,213.36,1836090.0
2023,HOU,Boban Marjanovic,C,290,7,34.68,223.52,601478.0
2023,HOU,KJ Martin,SF,215,2,22.28,198.12,1782621.0
2023,HOU,Garrison Mathews,SG,215,3,26.49,195.58,2000000.0
2023,HOU,Daishen Nix,PG,224,1,21.18,195.58,1563518.0
2023,HOU,Kevin Porter Jr,PG,203,3,22.96,193.04,3217631.0
2023,HOU,Alperen Sengun,C,235,1,20.73,210.82,3375480.0
2023,HOU,Jabari Smith Jr,PF,220,0,19.93,210.82,8882640.0
2023,HOU,JaeSean Tate,SF,230,2,27.48,193.04,7065217.0
2023,HOU,TyTy Washington Jr,PG,197,0,21.42,190.5,2210040.0
2023,IND,Goga Bitadze,C,250,3,23.75,210.82,612181.0
2023,IND,Oshae Brissett,PF,210,3,24.83,200.66,1846738.0
2023,IND,Kendall Brown,SG,205,0,19.94,203.2,
2023,IND,Chris Duarte,SF,190,1,25.85,198.12,3936960.0
2023,IND,Tyrese Haliburton,PG,185,2,23.14,195.58,4215120.0
2023,IND,Buddy Hield,SF,220,6,30.34,193.04,22768890.0
2023,IND,George Hill,SG,188,14,36.97,193.04,4000000.0
2023,IND,Isaiah Jackson,C,206,1,21.27,208.28,2573760.0
2023,IND,James Johnson,PF,240,13,36.17,200.66,590926.0
2023,IND,Bennedict Mathurin,SG,210,0,20.83,198.12,6586800.0
2023,IND,TJ McConnell,PG,190,7,31.07,185.42,8100000.0
2023,IND,Andrew Nembhard,SG,193,0,23.26,195.58,2244111.0
2023,IND,Aaron Nesmith,SF,215,2,23.51,195.58,3804360.0
2023,IND,Jordan Nwora,SF,225,2,24.61,203.2,3000000.0
2023,IND,Trevelin Queen,SG,190,1,26.15,198.12,1637966.0
2023,IND,Jalen Smith,C,215,2,23.09,208.28,4670160.0
2023,IND,Terry Taylor,PF,230,1,23.57,195.58,1563518.0
2023,IND,Daniel Theis,C,245,5,31.05,203.2,8694369.0
2023,IND,Myles Turner,C,250,7,27.07,210.82,35096500.0
2023,IND,Gabe York,SG,185,1,29.72,190.5,
2023,LAC,Nicolas Batum,PF,230,14,34.35,203.2,10843350.0
2023,LAC,Brandon Boston Jr,SF,185,1,21.39,200.66,1563518.0
2023,LAC,Moses Brown,C,245,3,23.52,218.44000000000003,19186.0
2023,LAC,Amir Coffey,SF,210,3,25.84,200.66,3395062.0
2023,LAC,Robert Covington,PF,209,9,32.35,200.66,12307692.0
2023,LAC,Moussa Diabate,C,210,0,21.24,210.82,
2023,LAC,Paul George,SF,220,12,32.97,203.2,42492492.0
2023,LAC,Eric Gordon,SG,215,14,34.32,190.5,
2023,LAC,Bones Hyland,PG,173,1,22.59,187.96,2201520.0
2023,LAC,Reggie Jackson,PG,208,11,33.02,187.96,580373.0
2023,LAC,Luke Kennard,SG,206,5,26.82,195.58,14415545.0
2023,LAC,Kawhi Leonard,SF,225,10,31.81,200.66,42492492.0
2023,LAC,Terance Mann,SG,215,3,26.5,195.58,1930681.0
2023,LAC,Xavier Moon,SG,165,1,28.3,187.96,
2023,LAC,Marcus Morris,PF,218,11,33.64,203.2,
2023,LAC,Mason Plumlee,C,254,9,33.13,208.28,9080417.0
2023,LAC,Norman Powell,SG,215,7,29.91,190.5,16758621.0
2023,LAC,Jason Preston,PG,187,0,23.69,193.04,1563518.0
2023,LAC,John Wall,PG,210,10,32.62,190.5,6479000.0
2023,LAC,Russell Westbrook,PG,200,14,34.44,193.04,495955.0
2023,LAC,Ivica Zubac,C,240,6,26.09,213.36,10123457.0
2023,LAL,Mo Bamba,C,231,4,24.94,213.36,10300000.0
2023,LAL,Malik Beasley,SG,187,6,26.4,193.04,15558035.0
2023,LAL,Patrick Beverley,SG,180,10,34.78,187.96,357717.0
2023,LAL,Sterling Brown,SF,219,5,28.19,195.58,3000000.0
2023,LAL,Troy Brown Jr,SF,215,4,23.73,198.12,1836090.0
2023,LAL,Thomas Bryant,C,248,5,25.72,208.28,1836090.0
2023,LAL,Max Christie,SG,190,0,20.19,198.12,1017781.0
2023,LAL,Anthony Davis,C,253,10,30.11,208.28,37980720.0
2023,LAL,Wenyen Gabriel,C,205,3,26.07,205.74,1878720.0
2023,LAL,Rui Hachimura,PF,230,3,25.19,203.2,6263188.0
2023,LAL,Shaquille Harrison,SG,190,5,29.54,193.04,12260.0
2023,LAL,LeBron James,PF,250,19,38.31,205.74,44474988.0
2023,LAL,Damian Jones,C,245,6,27.81,210.82,2298385.0
2023,LAL,Kendrick Nunn,SG,190,2,27.72,187.96,5250000.0
2023,LAL,Scotty Pippen Jr,PG,185,0,22.44,185.42,
2023,LAL,Austin Reaves,SG,206,1,24.89,195.58,1563518.0
2023,LAL,Davon Reed,SG,208,3,27.86,195.58,1902133.0
2023,LAL,DAngelo Russell,PG,193,7,27.16,190.5,31377750.0
2023,LAL,Matt Ryan,SF,215,1,26.01,198.12,1836090.0
2023,LAL,Dennis Schroder,PG,172,9,29.6,185.42,1836090.0
2023,LAL,Cole Swider,SF,220,0,23.95,205.74,
2023,LAL,Tristan Thompson,C,254,11,32.11,205.74,10552.0
2023,LAL,Juan ToscanoAnderson,SF,209,3,30.03,198.12,1836090.0
2023,LAL,Jarred Vanderbilt,PF,214,4,24.05,203.2,4374000.0
2023,LAL,Lonnie Walker IV,SG,204,4,24.35,193.04,6479000.0
2023,LAL,Russell Westbrook,PG,200,14,34.44,193.04,495955.0
2023,MEM,Steven Adams,C,265,9,29.75,210.82,17926829.0
2023,MEM,Santi Aldama,PF,224,1,22.27,210.82,2094240.0
2023,MEM,Desmond Bane,SG,215,2,24.82,195.58,2130240.0
2023,MEM,Dillon Brooks,SF,225,5,27.24,198.12,11400000.0
2023,MEM,Kennedy Chandler,PG,171,0,20.59,182.88,1200000.0
2023,MEM,Brandon Clarke,PF,215,3,26.58,203.2,4343920.0
2023,MEM,Jacob Gilyard,PG,160,0,24.77,175.26,
2023,MEM,Danny Green,SG,215,13,35.84,198.12,2000000.0
2023,MEM,Jaren Jackson Jr,C,242,4,23.59,208.28,28946605.0
2023,MEM,Tyus Jones,PG,196,7,26.95,185.42,1500000.0
2023,MEM,Luke Kennard,SG,206,5,26.82,195.58,14415545.0
2023,MEM,John Konchar,SF,210,3,27.08,195.58,2300000.0
2023,MEM,Jake LaRavia,PF,235,0,21.46,203.2,3047640.0
2023,MEM,Kenneth Lofton Jr,PF,275,0,20.68,200.66,1000000.0
2023,MEM,Ja Morant,PG,174,3,23.69,187.96,9603360.0
2023,MEM,David Roddy,PF,255,0,22.06,193.04,2588640.0
2023,MEM,Xavier Tillman Sr,C,245,2,24.27,203.2,
2023,MEM,Vince Williams Jr,SG,205,0,22.64,193.04,
2023,MEM,Ziaire Williams,SF,215,1,21.6,205.74,4591680.0
2023,MIA,Bam Adebayo,C,255,5,25.76,205.74,30351780.0
2023,MIA,Jamaree Bouyea,PG,180,0,23.81,187.96,
2023,MIA,Jimmy Butler,PF,230,11,33.6,200.66,37653300.0
2023,MIA,Jamal Cain,PF,191,0,24.08,200.66,
2023,MIA,Dewayne Dedmon,C,245,9,33.69,213.36,580373.0
2023,MIA,Udonis Haslem,C,235,19,42.87,203.2,1836090.0
2023,MIA,Tyler Herro,SG,195,3,23.25,195.58,5722116.0
2023,MIA,Haywood Highsmith,PF,220,2,26.36,200.66,1752638.0
2023,MIA,Nikola Jovic,PF,209,0,19.86,208.28,2239920.0
2023,MIA,Kevin Love,PF,251,14,34.62,203.2,3114138.0
2023,MIA,Kyle Lowry,PG,196,16,37.08,182.88,28333334.0
2023,MIA,Caleb Martin,SF,205,3,27.56,195.58,6479000.0
2023,MIA,Victor Oladipo,SG,213,9,30.96,190.5,8750000.0
2023,MIA,Duncan Robinson,SF,215,4,29.0,200.66,16902000.0
2023,MIA,Orlando Robinson,C,235,0,22.78,213.36,
2023,MIA,Dru Smith,SG,203,0,25.3,190.5,
2023,MIA,Max Strus,SF,215,3,27.06,195.58,1815677.0
2023,MIA,Gabe Vincent,PG,195,3,26.85,190.5,1815677.0
2023,MIA,Omer Yurtseven,C,264,1,24.84,213.36,1752638.0
2023,MIA,Cody Zeller,C,240,9,30.54,210.82,517060.0
2023,MIL,Grayson Allen,SG,198,4,27.53,193.04,8500000.0
2023,MIL,Giannis Antetokounmpo,PF,242,9,28.37,210.82,42492492.0
2023,MIL,Thanasis Antetokounmpo,PF,219,4,30.76,200.66,1878720.0
2023,MIL,MarJon Beauchamp,SF,199,0,22.52,198.12,2485200.0
2023,MIL,Jevon Carter,PG,200,4,27.6,185.42,2100000.0
2023,MIL,Pat Connaughton,SF,209,7,30.29,195.58,5728393.0
2023,MIL,Jae Crowder,PF,235,10,32.79,198.12,10183000.0
2023,MIL,Goran Dragic,PG,190,14,36.96,193.04,390433.0
2023,MIL,AJ Green,SG,200,0,23.56,193.04,
2023,MIL,George Hill,PG,188,14,36.97,193.04,4000000.0
2023,MIL,Jrue Holiday,PG,205,13,32.86,193.04,33665040.0
2023,MIL,Serge Ibaka,C,235,13,33.59,210.82,
2023,MIL,Joe Ingles,SF,220,8,35.56,205.74,6479000.0
2023,MIL,Meyers Leonard,C,260,9,31.15,213.36,284911.0
2023,MIL,Brook Lopez,C,282,14,35.06,215.9,13906976.0
2023,MIL,Sandro Mamukelashvili,C,240,1,23.91,210.82,357717.0
2023,MIL,Wesley Matthews,SF,220,13,36.52,195.58,1836090.0
2023,MIL,Khris Middleton,SF,222,10,31.69,200.66,37948276.0
2023,MIL,Jordan Nwora,SF,225,2,24.61,203.2,3000000.0
2023,MIL,Bobby Portis,PF,250,7,28.19,208.28,10843350.0
2023,MIL,Lindell Wigginton,PG,189,1,25.06,187.96,
2023,MIN,Nickeil AlexanderWalker,SG,205,3,24.63,195.58,5009633.0
2023,MIN,Kyle Anderson,PF,230,8,29.58,205.74,8780488.0
2023,MIN,Mike Conley,PG,175,15,35.53,182.88,22680000.0
2023,MIN,Anthony Edwards,SG,225,2,21.7,193.04,10733400.0
2023,MIN,Bryn Forbes,SG,205,6,29.75,187.96,1836090.0
2023,MIN,Luka Garza,C,235,1,24.31,208.28,925258.0
2023,MIN,Rudy Gobert,C,258,9,30.82,215.9,38172414.0
2023,MIN,Nathan Knight,C,253,2,25.58,203.2,1836090.0
2023,MIN,AJ Lawson,SG,179,0,22.76,198.12,
2023,MIN,Jaden McDaniels,SF,185,2,22.55,205.74,2161440.0
2023,MIN,Jordan McLaughlin,PG,185,3,27.03,182.88,2160000.0
2023,MIN,Josh Minott,SF,205,0,20.4,203.2,1017781.0
2023,MIN,Wendell Moore Jr,SG,213,0,21.58,195.58,2306520.0
2023,MIN,Jaylen Nowell,SG,201,3,23.78,193.04,1930681.0
2023,MIN,Taurean Prince,PF,218,6,29.08,198.12,8000000.0
2023,MIN,Naz Reid,C,264,3,23.65,205.74,1930681.0
2023,MIN,Austin Rivers,SG,200,10,30.72,193.04,1836090.0
2023,MIN,DAngelo Russell,PG,193,7,27.16,190.5,31377750.0
2023,MIN,Matt Ryan,SF,215,1,26.01,198.12,1836090.0
2023,MIN,KarlAnthony Towns,PF,248,7,27.43,213.36,33833400.0
2023,NOP,Jose Alvarado,PG,179,1,25.02,182.88,1563518.0
2023,NOP,Dyson Daniels,PG,199,0,20.09,203.2,5508600.0
2023,NOP,Devonte Graham,PG,195,4,28.16,185.42,11550000.0
2023,NOP,Jaxson Hayes,C,220,3,22.91,213.36,6803012.0
2023,NOP,Willy Hernangomez,C,250,6,28.9,210.82,2443581.0
2023,NOP,Brandon Ingram,SF,190,6,25.63,203.2,31650600.0
2023,NOP,Herbert Jones,PF,210,1,24.54,203.2,1785000.0
2023,NOP,Kira Lewis Jr,PG,170,2,22.04,185.42,4004280.0
2023,NOP,Naji Marshall,SF,220,2,25.24,200.66,1782621.0
2023,NOP,CJ McCollum,PG,190,9,31.59,190.5,33333333.0
2023,NOP,Trey Murphy III,SF,206,1,22.84,203.2,3206640.0
2023,NOP,Larry Nance Jr,C,245,7,30.3,203.2,9672727.0
2023,NOP,Josh Richardson,SG,200,7,29.6,195.58,11615328.0
2023,NOP,Dereon Seabron,SG,180,0,22.9,200.66,
2023,NOP,Garrett Temple,SG,195,12,36.96,195.58,4910000.0
2023,NOP,Jonas Valanciunas,C,265,10,30.96,210.82,14700000.0
2023,NOP,Zion Williamson,PF,284,2,22.79,198.12,13534817.0
2023,NYK,Ryan Arcidiacono,PG,195,5,29.07,190.5,1836090.0
2023,NYK,RJ Barrett,SG,214,3,22.85,198.12,10900635.0
2023,NYK,Jalen Brunson,PG,190,4,26.64,187.96,27733332.0
2023,NYK,Evan Fournier,SG,205,10,30.48,198.12,18000000.0
2023,NYK,Quentin Grimes,SG,205,1,22.95,195.58,2277000.0
2023,NYK,Josh Hart,SF,215,5,28.13,193.04,12960000.0
2023,NYK,Isaiah Hartenstein,C,250,4,24.96,213.36,7804879.0
2023,NYK,DaQuan Jeffries,SG,230,3,25.64,195.58,300000.0
2023,NYK,Trevor Keels,SG,221,0,19.65,195.58,
2023,NYK,Miles McBride,PG,200,1,22.61,187.96,1563518.0
