"city1","city2","duration_trajet"
"Minnesota","Philadelphie",19.7508333333333
"Milwaukee","Philadelphie",12.7358333333333
"New Jersey","Philadelphie",1.3625
"Cleveland","Philadelphie",6.56305555555556
"Memphis","Philadelphie",14.9216666666667
"Golden State","Philadelphie",41.2063888888889
"Brooklyn","Philadelphie",1.99722222222222
"Portland","Philadelphie",41.2711111111111
"Toronto","Philadelphie",7.67416666666667
"San Antonio","Philadelphie",25.2755555555556
"Oklahoma","Philadelphie",20.8227777777778
"Chicago","Philadelphie",11.3294444444444
"Phoenix","Philadelphie",34.3119444444444
"Houston","Philadelphie",22.4666666666667
"Detroit","Philadelphie",8.88361111111111
"New York","Philadelphie",1.815
"Washington D.C","Philadelphie",2.48472222222222
"Sacramento","Philadelphie",40.1180555555556
"Charlotte","Phoenix",29.7038888888889
"Philadelphie","Phoenix",34.4486111111111
"Minnesota","Phoenix",26.8322222222222
"New Orleans","Phoenix",21.42
"Los Angeles","Phoenix",5.46166666666667
"Indiana","Phoenix",25.3875
"Atlanta","Phoenix",26.0566666666667
"Golden State","Phoenix",8.78
"Denver","Phoenix",12.6761111111111
"Seattle","Phoenix",21.2652777777778
"Detroit","Phoenix",29.1544444444444
"Dallas","Phoenix",15.0288888888889
"Memphis","Phoenix",20.7725
"Milwaukee","Phoenix",26.58
"Miami","Phoenix",32.9505555555556
"Utah","Phoenix",10.6580555555556
"New Jersey","Phoenix",35.3263888888889
"Brooklyn","Phoenix",35.8622222222222
"Boston","Phoenix",38.6919444444444
"Toronto","Phoenix",32.7136111111111
"New York","Phoenix",35.5977777777778
"San Antonio","Phoenix",13.6836111111111
"Houston","Phoenix",16.3558333333333
"Vancover","Phoenix",23.6172222222222
"Oklahoma","Phoenix",15.0241666666667
"Orlando","Phoenix",29.8313888888889
"Cleveland","Phoenix",29.4233333333333
"Phoenix","Phoenix",0
"Chicago","Phoenix",25.5052777777778
"Portland","Phoenix",19.6936111111111
"Washington D.C","Phoenix",33.5502777777778
"Sacramento","Phoenix",10.8811111111111
"Charlotte","Portland",39.975
"Orlando","Portland",43.3741666666667
"Detroit","Portland",34.2183333333333
"Indiana","Portland",32.6033333333333
"Memphis","Portland",32.9963888888889
"Cleveland","Portland",35.2108333333333
"New Orleans","Portland",37.0188888888889
"Brooklyn","Portland",42.1869444444444
"Minnesota","Portland",23.3325
"Philadelphie","Portland",41.3322222222222
"Atlanta","Portland",37.3058333333333
"Houston","Portland",33.0627777777778
"Utah","Portland",14.7555555555556
"Los Angeles","Portland",14.4058333333333
"Miami","Portland",46.4930555555556
"Milwaukee","Portland",29.4083333333333
"Dallas","Portland",29.7472222222222
"Denver","Portland",18.0322222222222
"Boston","Portland",44.6016666666667
"Golden State","Portland",11.7783333333333
"Phoenix","Portland",19.6902777777778
"Oklahoma","Portland",27.9741666666667
"Seattle","Portland",2.76361111111111
"Chicago","Portland",30.3569444444444
"New Jersey","Portland",42.21
"Sacramento","Portland",8.90361111111111
"Toronto","Portland",37.7775
"San Antonio","Portland",31.0833333333333
"New York","Portland",41.9222222222222
"Vancover","Portland",5.22888888888889
"Washington D.C","Portland",40.5702777777778
"Portland","Portland",0
"Atlanta","Sacramento",35.5722222222222
"Indiana","Sacramento",31.4861111111111
"Charlotte","Sacramento",38.8575
"Philadelphie","Sacramento",40.215
"New Orleans","Sacramento",32.185
"Minnesota","Sacramento",26.5297222222222
"Boston","Sacramento",43.4844444444444
"Detroit","Sacramento",33.1011111111111
"Utah","Sacramento",13.0341666666667
"Chicago","Sacramento",29.2397222222222
"Brooklyn","Sacramento",41.0697222222222
"Miami","Sacramento",43.7155555555556
"San Antonio","Sacramento",24.4486111111111
"Milwaukee","Sacramento",29.7769444444444
"Phoenix","Sacramento",10.9275
"Los Angeles","Sacramento",5.64333333333333
"Oklahoma","Sacramento",24.2294444444444
"Seattle","Sacramento",11.5466666666667
"Sacramento","Sacramento",0
"Toronto","Sacramento",36.66
"New Jersey","Sacramento",41.0927777777778
"Cleveland","Sacramento",34.0936111111111
"Memphis","Sacramento",29.9777777777778
"Denver","Sacramento",16.9147222222222
"Orlando","Sacramento",40.5966666666667
"New York","Sacramento",40.805
"Houston","Sacramento",27.1211111111111
"Dallas","Sacramento",25.1080555555556
"Golden State","Sacramento",3.03
"Portland","Sacramento",8.96
"Washington D.C","Sacramento",39.4530555555556
"Vancover","Sacramento",14.0122222222222
"Los Angeles","San Antonio",18.9538888888889
"Sacramento","San Antonio",24.3736111111111
"Charlotte","San Antonio",17.6580555555556
"Brooklyn","San Antonio",26.7722222222222
"New Orleans","San Antonio",7.93916666666667
"Detroit","San Antonio",21.4875
"Houston","San Antonio",2.87527777777778
"Oklahoma","San Antonio",6.71333333333333
"Atlanta","San Antonio",14.0008333333333
"Miami","San Antonio",19.4697222222222
"Indiana","San Antonio",17.6072222222222
"Minnesota","San Antonio",20.4494444444444
"Boston","San Antonio",29.7477777777778
"Phoenix","San Antonio",13.6819444444444
"Philadelphie","San Antonio",25.2394444444444
"Memphis","San Antonio",10.5619444444444
"Milwaukee","San Antonio",19.0547222222222
"Denver","San Antonio",13.8277777777778
"Toronto","San Antonio",25.0961111111111
"San Antonio","San Antonio",0
"Dallas","San Antonio",4.08194444444444
"New Jersey","San Antonio",26.1755555555556
"Orlando","San Antonio",16.3508333333333
"Chicago","San Antonio",17.98
"New York","San Antonio",26.5075
"Portland","San Antonio",31.0883333333333
"Golden State","San Antonio",22.2725
"Vancover","San Antonio",34.4802777777778
"Cleveland","San Antonio",21.1977777777778
"Seattle","San Antonio",32.1283333333333
"Utah","San Antonio",19.9958333333333
"Washington D.C","San Antonio",23.17
"San Antonio","Seattle",32.1341666666667
"Los Angeles","Seattle",16.9708333333333
"Charlotte","Seattle",40.5244444444444
"Sacramento","Seattle",11.4686111111111
"Detroit","Seattle",33.5222222222222
"Phoenix","Seattle",21.1694444444444
"Minnesota","Seattle",22.1486111111111
"Houston","Seattle",34.1136111111111
"Brooklyn","Seattle",41.4908333333333
"Dallas","Seattle",30.7980555555556
"Denver","Seattle",19.0830555555556
"Boston","Seattle",43.9055555555556
"Chicago","Seattle",29.4213888888889
"Cleveland","Seattle",34.5147222222222
"Miami","Seattle",47.0425
"Golden State","Seattle",14.3433333333333
"Atlanta","Seattle",37.855
"New Orleans","Seattle",38.0697222222222
"Orlando","Seattle",43.9236111111111
"Oklahoma","Seattle",29.025
"Milwaukee","Seattle",28.2241666666667
"New Jersey","Seattle",41.5141666666667
"Portland","Seattle",2.72361111111111
"Philadelphie","Seattle",40.6363888888889
"Seattle","Seattle",0
"Toronto","Seattle",37.0813888888889
"Memphis","Seattle",33.5458333333333
"New York","Seattle",41.2263888888889
"Vancover","Seattle",2.55388888888889
"Utah","Seattle",15.8063888888889
"Indiana","Seattle",31.9861111111111
"Washington D.C","Seattle",39.8744444444444
"Houston","Toronto",23.1419444444444
"New York","Toronto",7.80138888888889
"Seattle","Toronto",37.1077777777778
"Boston","Toronto",8.35222222222222
"New Orleans","Toronto",19.1508333333333
"Milwaukee","Toronto",9.25277777777778
"Miami","Toronto",21.7330555555556
"Phoenix","Toronto",32.645
"Philadelphie","Toronto",7.75111111111111
"San Antonio","Toronto",24.9486111111111
"Chicago","Toronto",7.87611111111111
"Los Angeles","Toronto",35.9272222222222
"Dallas","Toronto",20.9736111111111
"Minnesota","Toronto",16.2447222222222
"Portland","Toronto",37.7647222222222
"Sacramento","Toronto",36.6119444444444
"Charlotte","Toronto",11.5894444444444
"New Jersey","Toronto",8.55666666666667
"Denver","Toronto",21.7005555555556
"Detroit","Toronto",3.84888888888889
"Toronto","Toronto",0
"Orlando","Toronto",18.8422222222222
"Golden State","Toronto",38.0375
"Atlanta","Toronto",14.26
"Oklahoma","Toronto",19.1558333333333
"Indiana","Toronto",7.7575
"Cleveland","Toronto",4.605
"Utah","Toronto",29.2519444444444
"Memphis","Toronto",14.6238888888889
"Vancover","Toronto",39.4597222222222
"Brooklyn","Toronto",8.06611111111111
"Washington D.C","Toronto",8.44638888888889
"Seattle","Utah",15.8002777777778
"Chicago","Utah",21.7716666666667
"New Orleans","Utah",26.105
"Charlotte","Utah",30.1383333333333
"Vancover","Utah",18.1522222222222
"Orlando","Utah",33.5375
"Philadelphie","Utah",32.6861111111111
"Los Angeles","Utah",10.4419444444444
"Milwaukee","Utah",22.3088888888889
"Dallas","Utah",18.8333333333333
"San Antonio","Utah",19.9833333333333
"Minnesota","Utah",21.8041666666667
"Oklahoma","Utah",17.8966666666667
"Phoenix","Utah",10.5641666666667
"Indiana","Utah",23.625
"New Jersey","Utah",33.5638888888889
"Utah","Utah",0
"New York","Utah",33.3369444444444
"Houston","Utah",22.1486111111111
"Memphis","Utah",23.0069444444444
"Sacramento","Utah",12.9911111111111
"Atlanta","Utah",27.4691666666667
"Detroit","Utah",25.6330555555556
"Boston","Utah",36.0163888888889
"Miami","Utah",36.6566666666667
"Portland","Utah",14.7602777777778
"Denver","Utah",7.75194444444444
"Toronto","Utah",29.1919444444444
"Cleveland","Utah",26.6255555555556
"Golden State","Utah",12.5519444444444
"Brooklyn","Utah",33.6016666666667
"Washington D.C","Utah",31.8933333333333
"Toronto","Vancover",39.4544444444444
"Oklahoma","Vancover",31.3980555555556
"Houston","Vancover",36.4866666666667
"Seattle","Vancover",2.56972222222222
"Utah","Vancover",18.1794444444444
"Charlotte","Vancover",42.8975
"Minnesota","Vancover",24.5216666666667
"Los Angeles","Vancover",19.4611111111111
"Orlando","Vancover",46.2966666666667
"New Orleans","Vancover",40.4427777777778
"San Antonio","Vancover",34.5075
"Detroit","Vancover",35.8955555555556
"Atlanta","Vancover",19.4611111111111
"Memphis","Vancover",35.9188888888889
"Portland","Vancover",5.21361111111111
"New York","Vancover",43.5994444444444
"Chicago","Vancover",31.7944444444444
"Miami","Vancover",49.4155555555556
"Brooklyn","Vancover",43.8638888888889
"Golden State","Vancover",16.8336111111111
"Cleveland","Vancover",36.8877777777778
"Sacramento","Vancover",13.9588888888889
"New Jersey","Vancover",43.8872222222222
"Atlanta","Vancover",40.2283333333333
"Boston","Vancover",46.2788888888889
"Milwaukee","Vancover",30.5972222222222
"Denver","Vancover",21.4561111111111
"Indiana","Vancover",34.3591666666667
"Philadelphie","Vancover",43.0094444444444
"Dallas","Vancover",33.1713888888889
"Phoenix","Vancover",23.5425
"Vancover","Vancover",0
"Washington D.C","Vancover",42.2475
"New York","Washington D.C",3.88277777777778
"Boston","Washington D.C",7.10861111111111
"Seattle","Washington D.C",39.9402777777778
"Miami","Washington D.C",14.9255555555556
"New Orleans","Washington D.C",15.8263888888889
"Sacramento","Washington D.C",39.4444444444444
"Dallas","Washington D.C",19.3886111111111
"Los Angeles","Washington D.C",38.2786111111111
"Brooklyn","Washington D.C",4.065
"Minnesota","Washington D.C",19.0769444444444
"Indiana","Washington D.C",9.38194444444444
"Chicago","Washington D.C",10.6555555555556
"Philadelphie","Washington D.C",2.50111111111111
"San Antonio","Washington D.C",23.2291666666667
"New Jersey","Washington D.C",3.43694444444444
"Orlando","Washington D.C",12.0347222222222
"Charlotte","Washington D.C",6.07
"Portland","Washington D.C",40.5972222222222
"Oklahoma","Washington D.C",19.6594444444444
"Detroit","Washington D.C",8.20972222222222
"Toronto","Washington D.C",8.51527777777778
"Memphis","Washington D.C",12.8752777777778
"Phoenix","Washington D.C",33.4941666666667
"Golden State","Washington D.C",40.3886111111111
"Atlanta","Washington D.C",9.49888888888889
"Houston","Washington D.C",20.4205555555556
"Milwaukee","Washington D.C",12.0622222222222
"Denver","Washington D.C",24.3575
"Cleveland","Washington D.C",5.88916666666667
"Utah","Washington D.C",31.9425
"Vancover","Washington D.C",42.2922222222222
"Washington D.C","Washington D.C",0
